ts,id,T,P
4.875,BARO0,31.49,94062
4.885,BARO0,31.48,94046
4.895,BARO0,31.48,94031
4.905,BARO0,31.48,93997
4.915,BARO0,31.49,93982
4.925,BARO0,31.48,93985
4.935,BARO0,31.5,93959
4.945,BARO0,31.49,93917
4.955,BARO0,31.5,93902
4.965,BARO0,31.48,93872
4.975,BARO0,31.48,93856
4.985,BARO0,31.48,93828
4.995,BARO0,31.48,93812
5.005,BARO0,31.49,93768
5.015,BARO0,31.48,93742
5.025,BARO0,31.48,93728
5.035,BARO0,31.49,93733
5.045,BARO0,31.47,93675
5.055,BARO0,31.47,93659
5.065,BARO0,31.48,93654
5.075,BARO0,31.48,93635
5.085,BARO0,31.49,93619
5.095,BARO0,31.48,93596
5.105,BARO0,31.48,93564
5.115,BARO0,31.49,93524
5.125,BARO0,31.5,93539
5.135,BARO0,31.49,93490
5.145,BARO0,31.48,93470
5.155,BARO0,31.49,93475
5.165,BARO0,31.47,93433
5.175,BARO0,31.48,93414
5.185,BARO0,31.47,93402
5.195,BARO0,31.48,93406
5.205,BARO0,31.49,93345
5.215,BARO0,31.48,93361
5.225,BARO0,31.47,93310
5.235,BARO0,31.48,93296
5.245,BARO0,31.5,93291
5.255,BARO0,31.48,93266
5.265,BARO0,31.48,93225
5.275,BARO0,31.49,93194
5.285,BARO0,31.49,93180
5.295,BARO0,31.48,93133
5.305,BARO0,31.47,93124
5.315,BARO0,31.5,93123
5.325,BARO0,31.5,93084
5.335,BARO0,31.48,93028
5.345,BARO0,31.48,93005
5.355,BARO0,31.48,92990
5.365,BARO0,31.48,92956
5.375,BARO0,31.48,92938
5.385,BARO0,31.48,92903
5.395,BARO0,31.48,92921
5.405,BARO0,31.49,92857
5.415,BARO0,31.5,92820
5.425,BARO0,31.48,92795
5.435,BARO0,31.48,92767
5.445,BARO0,31.48,92755
5.455,BARO0,31.48,92737
5.465,BARO0,31.48,92706
5.475,BARO0,31.48,92658
5.485,BARO0,31.49,92655
5.495,BARO0,31.48,92616
5.505,BARO0,31.5,92611
5.515,BARO0,31.49,92595
5.525,BARO0,31.49,92573
5.535,BARO0,31.48,92551
