ts,id,T,P
6.875,BARO0,31.05,82328
6.885,BARO0,31.03,82322
6.895,BARO0,31.03,82231
6.905,BARO0,31.04,82240
6.915,BARO0,31.04,82231
6.925,BARO0,31.04,82216
6.935,BARO0,31.04,82206
6.945,BARO0,31.04,82157
6.955,BARO0,31.05,82129
6.965,BARO0,31.03,82137
6.975,BARO0,31.04,82084
6.985,BARO0,31.03,82053
6.995,BARO0,31.04,82042
7.005,BARO0,31.04,82029
7.015,BARO0,31.04,82001
7.025,BARO0,31.03,81977
7.035,BARO0,31.04,81949
7.045,BARO0,31.06,81961
7.055,BARO0,31.02,81922
7.065,BARO0,31.03,81900
7.075,BARO0,31.04,81869
7.085,BARO0,31.04,81870
7.095,BARO0,31.04,81845
7.105,BARO0,31.04,81790
7.115,BARO0,31.03,81786
7.125,BARO0,31.04,81761
7.135,BARO0,31.03,81732
7.145,BARO0,31.04,81739
7.155,BARO0,31.04,81663
7.165,BARO0,31.03,81649
7.175,BARO0,31.03,81649
7.185,BARO0,31.05,81644
7.195,BARO0,31.02,81571
7.205,BARO0,31.02,81565
7.215,BARO0,31.03,81555
7.225,BARO0,31.04,81533
7.235,BARO0,31.04,81512
7.245,BARO0,31.05,81452
7.255,BARO0,31.03,81457
7.265,BARO0,31.02,81440
7.275,BARO0,31.05,81409
7.285,BARO0,31.03,81387
7.295,BARO0,31.02,81364
7.305,BARO0,31.05,81324
7.315,BARO0,31.04,81292
7.325,BARO0,31.04,81302
7.335,BARO0,31.03,81261
7.345,BARO0,31.04,81239
7.355,BARO0,31.04,81194
7.365,BARO0,31.02,81213
7.375,BARO0,31.03,81179
7.385,BARO0,31.02,81181
7.395,BARO0,31.04,81173
7.405,BARO0,31.03,81150
7.415,BARO0,31.03,81104
7.425,BARO0,31.04,81087
7.435,BARO0,31.04,81051
7.445,BARO0,31.05,81024
7.455,BARO0,31.04,81010
7.465,BARO0,31.04,80986
7.475,BARO0,31.03,81001
7.485,BARO0,31.05,80972
7.495,BARO0,31.02,80922
7.505,BARO0,31.03,80909
7.515,BARO0,31.03,80875
7.525,BARO0,31.03,80896
7.535,BARO0,31.03,80856
7.545,BARO0,31.04,80816
7.555,BARO0,31.03,80825
7.565,BARO0,31.02,80812
7.575,BARO0,31.04,80762
7.585,BARO0,31.04,80732
7.595,BARO0,31.04,80700
7.605,BARO0,31.03,80687
7.615,BARO0,31.03,80683
7.625,BARO0,31.04,80652
7.635,BARO0,31.04,80612
7.645,BARO0,31.02,80622
7.655,BARO0,31.04,80611
7.665,BARO0,31.04,80580
7.675,BARO0,31.05,80557
7.685,BARO0,31.03,80532
7.695,BARO0,31.04,80517
7.705,BARO0,31.04,80480
7.715,BARO0,31.03,80457
7.725,BARO0,31.03,80446
7.735,BARO0,31.03,80412
7.745,BARO0,31.03,80405
7.755,BARO0,31.03,80378
7.765,BARO0,31.03,80342
7.775,BARO0,31.04,80340
7.785,BARO0,31.03,80325
7.795,BARO0,31.05,80300
7.805,BARO0,31.04,80263
7.815,BARO0,31.04,80245
7.825,BARO0,31.03,80230
7.835,BARO0,31.03,80220
7.845,BARO0,31.02,80178
7.855,BARO0,31.03,80186
7.865,BARO0,31.03,80157
7.875,BARO0,31.04,80136
7.885,BARO0,31.02,80098
7.895,BARO0,31.04,80084
7.905,BARO0,31.04,80046
7.915,BARO0,31.04,80023
7.925,BARO0,31.04,80016
