ts,id,T,P
3.405,BARO0,34.98,97630
3.415,BARO0,34.98,97616
3.425,BARO0,34.99,97635
3.435,BARO0,34.99,97588
3.445,BARO0,35,97558
3.455,BARO0,34.99,97539
3.465,BARO0,34.98,97537
3.475,BARO0,34.99,97516
3.485,BARO0,34.98,97516
3.495,BARO0,34.99,97488
3.505,BARO0,35,97472
3.515,BARO0,34.96,97401
3.525,BARO0,34.97,97423
3.535,BARO0,34.97,97368
3.545,BARO0,34.96,97342
3.555,BARO0,34.97,97382
3.565,BARO0,34.96,97333
3.575,BARO0,34.97,97316
3.585,BARO0,34.96,97298
3.595,BARO0,34.96,97273
3.605,BARO0,34.97,97224
3.615,BARO0,34.97,97205
3.625,BARO0,34.96,97222
3.635,BARO0,34.97,97224
3.645,BARO0,34.95,97183
3.655,BARO0,34.96,97168
3.665,BARO0,34.97,97123
3.675,BARO0,34.95,97130
3.685,BARO0,34.96,97117
3.695,BARO0,34.97,97108
3.705,BARO0,34.96,97095
3.715,BARO0,34.96,97021
3.725,BARO0,34.95,97020
3.735,BARO0,34.96,97031
3.745,BARO0,34.96,96947
3.755,BARO0,34.95,96937
3.765,BARO0,34.95,96906
3.775,BARO0,34.95,96877
3.785,BARO0,34.94,96856
3.795,BARO0,34.94,96805
3.805,BARO0,34.94,96752
3.815,BARO0,34.94,96730
3.825,BARO0,34.95,96676
3.835,BARO0,34.95,96705
3.845,BARO0,34.93,96655
3.855,BARO0,34.92,96610
3.865,BARO0,34.94,96599
3.875,BARO0,34.93,96546
3.885,BARO0,34.93,96518
3.895,BARO0,34.93,96465
3.905,BARO0,34.94,96475
3.915,BARO0,34.93,96422
3.925,BARO0,34.93,96394
3.935,BARO0,34.93,96359
3.945,BARO0,34.94,96348
3.955,BARO0,34.94,96325
3.965,BARO0,34.94,96296
3.975,BARO0,34.92,96264
3.985,BARO0,34.92,96250
3.995,BARO0,34.92,96207
4.005,BARO0,34.95,96180
4.015,BARO0,34.91,96141
4.025,BARO0,34.92,96156
4.035,BARO0,34.91,96085
4.045,BARO0,34.92,96054
4.055,BARO0,34.92,96032
4.065,BARO0,34.91,95965
4.075,BARO0,34.91,95966
4.085,BARO0,34.91,95898
4.095,BARO0,34.91,95833
4.105,BARO0,34.92,95831
4.115,BARO0,34.91,95759
4.125,BARO0,34.9,95770
4.135,BARO0,34.92,95711
4.145,BARO0,34.89,95665
4.155,BARO0,34.89,95652
4.165,BARO0,34.89,95610
4.175,BARO0,34.89,95578
4.185,BARO0,34.9,95574
4.195,BARO0,34.9,95531
4.205,BARO0,34.91,95556
4.215,BARO0,34.89,95523
4.225,BARO0,34.91,95472
4.235,BARO0,34.88,95427
4.245,BARO0,34.9,95388
4.255,BARO0,34.9,95353
4.265,BARO0,34.91,95327
4.275,BARO0,34.89,95279
4.285,BARO0,34.89,95249
4.295,BARO0,34.89,95194
4.305,BARO0,34.9,95228
4.315,BARO0,34.89,95193
4.325,BARO0,34.88,95155
4.335,BARO0,34.88,95102
4.345,BARO0,34.89,95102
4.355,BARO0,34.88,95045
4.365,BARO0,34.89,95015
4.375,BARO0,34.88,95004
4.385,BARO0,34.88,94966
4.395,BARO0,34.88,94952
4.405,BARO0,34.86,94927
4.415,BARO0,34.88,94918
4.425,BARO0,34.88,94837
4.435,BARO0,34.87,94830
4.445,BARO0,34.88,94809
4.455,BARO0,34.89,94783
4.465,BARO0,34.89,94763
4.475,BARO0,34.87,94740
4.485,BARO0,34.88,94702
4.495,BARO0,34.87,94687
