ts,id,T,P
4.745,BARO0,38.73,91388
4.755,BARO0,38.72,91314
4.765,BARO0,38.76,91282
4.775,BARO0,38.74,91176
4.785,BARO0,38.74,91147
4.795,BARO0,38.75,91076
4.805,BARO0,38.73,90981
4.815,BARO0,38.74,90940
4.825,BARO0,38.74,90866
4.835,BARO0,38.75,90755
4.845,BARO0,38.74,90700
4.855,BARO0,38.74,90681
4.865,BARO0,38.73,90601
4.875,BARO0,38.75,90539
4.885,BARO0,38.75,90485
4.895,BARO0,38.76,90451
4.905,BARO0,38.76,90379
4.915,BARO0,38.74,90355
4.925,BARO0,38.75,90303
4.935,BARO0,38.76,90252
4.945,BARO0,38.76,90250
4.955,BARO0,38.75,90174
4.965,BARO0,38.74,90168
4.975,BARO0,38.75,90122
4.985,BARO0,38.76,90038
4.995,BARO0,38.75,90067
5.005,BARO0,38.74,90002
5.015,BARO0,38.76,89978
5.025,BARO0,38.75,89927
5.035,BARO0,38.75,89929
5.045,BARO0,38.75,89888
5.055,BARO0,38.75,89863
5.065,BARO0,38.75,89811
5.075,BARO0,38.75,89777
5.085,BARO0,38.77,89797
5.095,BARO0,38.75,89785
5.105,BARO0,38.77,89688
5.115,BARO0,38.76,89697
5.125,BARO0,38.75,89671
5.135,BARO0,38.76,89667
5.145,BARO0,38.76,89657
5.155,BARO0,38.75,89621
5.165,BARO0,38.78,89627
5.175,BARO0,38.76,89611
5.185,BARO0,38.76,89646
5.195,BARO0,38.75,89595
5.205,BARO0,38.75,89636
5.215,BARO0,38.77,89621
5.225,BARO0,38.76,89674
5.235,BARO0,38.76,89676
5.245,BARO0,38.75,89624
5.255,BARO0,38.74,89628
5.265,BARO0,38.75,89662
5.275,BARO0,38.76,89694
5.285,BARO0,38.77,89655
5.295,BARO0,38.76,89710
5.305,BARO0,38.76,89660
5.315,BARO0,38.76,89669
5.325,BARO0,38.76,89703
5.335,BARO0,38.76,89677
5.345,BARO0,38.76,89670
5.355,BARO0,38.76,89620
5.365,BARO0,38.75,89688
5.375,BARO0,38.74,89664
5.385,BARO0,38.75,89700
5.395,BARO0,38.76,89664
5.405,BARO0,38.76,89699
5.415,BARO0,38.76,89627
5.425,BARO0,38.76,89711
5.435,BARO0,38.76,89728
5.445,BARO0,38.75,89680
5.455,BARO0,38.74,89698
5.465,BARO0,38.76,89700
5.475,BARO0,38.76,89727
5.485,BARO0,38.76,89728
5.495,BARO0,38.76,89807
5.505,BARO0,38.75,89684
5.515,BARO0,38.76,89613
5.525,BARO0,38.76,89560
5.535,BARO0,38.77,89511
5.545,BARO0,38.75,89431
5.555,BARO0,38.76,89414
5.565,BARO0,38.75,89320
5.575,BARO0,38.76,89247
5.585,BARO0,38.75,89164
5.595,BARO0,38.77,89108
5.605,BARO0,38.76,88960
5.615,BARO0,38.75,88902
5.625,BARO0,38.76,88902
5.635,BARO0,38.76,88840
5.645,BARO0,38.76,88799
5.655,BARO0,38.78,88734
5.665,BARO0,38.77,88653
5.675,BARO0,38.77,88622
5.685,BARO0,38.77,88614
5.695,BARO0,38.76,88505
5.705,BARO0,38.76,88409
5.715,BARO0,38.75,88377
5.725,BARO0,38.75,88333
5.735,BARO0,38.77,88260
5.745,BARO0,38.76,88222
5.755,BARO0,38.77,88150
5.765,BARO0,38.75,88110
5.775,BARO0,38.77,88003
